,ANET,AXON,AXP,BK,CAH,CBRE,COR,EME,EQT,GILD,GS,JCI,KMI,MCK,MS,NDAQ,NI,PWR,RJF,STX,TPR,WDC,WELL,WMB,WSM
JCI,0.37489722744978077,0.33430495836465046,0.5469364469761451,0.49056806963407923,0.24312039085454243,0.47561947434008267,0.19630448236617873,0.5508786830841552,0.2773352913079525,0.21112529264126537,0.5611569750440116,1.0,0.3723707665715167,0.15108604863225025,0.5709470633486025,0.46778963301064047,0.3034906474580617,0.5283121301814313,0.5350637389502026,0.3842404579807374,0.4732779279265236,0.4336253751617718,0.32651104129455816,0.35731472691623734,0.38199560431552726
KMI,0.2195570882465766,0.15311258007334133,0.44132818506750393,0.46688825210515006,0.2906576481940345,0.3809583138687959,0.2847298389796997,0.3845159833937687,0.5681119506977249,0.18712465726321317,0.4818102180260265,0.3723707665715167,1.0,0.23769183621379153,0.4785022251240983,0.3315849689542583,0.4201797371885848,0.38599677124273246,0.4472066809435935,0.2514551675575981,0.3001288179725427,0.27987056821592116,0.38653634217974314,0.8359131990468185,0.20158481950032034
MCK,0.06833407590404351,0.03024659002791977,0.1492773668524192,0.20173698181204505,0.60425900910097,0.14272974489305462,0.7273146111045142,0.14281961776885507,0.1652077121122292,0.22050750399728822,0.15568666891692054,0.15108604863225025,0.23769183621379153,1.0,0.1538416598480894,0.1777773099739988,0.240064338388585,0.10975145848397547,0.1924851221257634,0.062019443474541164,0.031046306118229648,0.05106404969927269,0.2145533111691347,0.23076977020060283,0.034474716352320744
MS,0.3599832132678937,0.2743533648815764,0.669232929522995,0.6967898738679102,0.25381778447154507,0.5559868028254514,0.18419232204277394,0.48706179066234095,0.35002082605062385,0.20387468466256015,0.8440510112363298,0.5709470633486025,0.4785022251240983,0.1538416598480894,1.0,0.46367658671032197,0.29598734416310496,0.4589310221840991,0.7148208946998972,0.39045893927226283,0.49507378916597083,0.4266097065903964,0.31686201055979163,0.4392922845556394,0.37509857062164664
NDAQ,0.31907443194356294,0.30797039627130024,0.4552611235243376,0.4420435131862065,0.24724200417508047,0.4964752721106803,0.19653560180147872,0.3321704925119569,0.22467102698632163,0.26430956186917703,0.46819953311220164,0.46778963301064047,0.3315849689542583,0.1777773099739988,0.46367658671032197,1.0,0.3446607903852363,0.3832159210281075,0.4841467540764676,0.3046405797908777,0.3254253324090774,0.30583066676125314,0.3483733990755259,0.30354548998750036,0.31509733471398005
NI,0.10023145024061461,0.10864134596628842,0.2914472180308601,0.31186928721689483,0.25586826842885707,0.3763577188470771,0.30034901629897803,0.26030945216790846,0.25929753606176204,0.24888761410947197,0.2759407387797661,0.3034906474580617,0.4201797371885848,0.240064338388585,0.29598734416310496,0.3446607903852363,1.0,0.2516139543504588,0.30595965579241124,0.12238624796422228,0.18344550090702713,0.13455902356205646,0.46608428948824915,0.4209193861749384,0.11788023117378227
PWR,0.47036162368034223,0.32269156601037846,0.43479794304159436,0.40297528159875134,0.1509571883523306,0.41134963138132763,0.13286574691916073,0.6414742339661502,0.32475733590106093,0.08786871346901173,0.4468651135529295,0.5283121301814313,0.38599677124273246,0.10975145848397547,0.4589310221840991,0.3832159210281075,0.2516139543504588,1.0,0.4488583840498457,0.3454203799581495,0.39937411292202407,0.3941501910165796,0.284102285479985,0.3883833534269206,0.3378787122891139
RJF,0.3547995157792195,0.27258153544541425,0.663424808162769,0.6718151101059711,0.2667171630073154,0.5410487608565239,0.21562599317203598,0.46977855614645553,0.34269863196849004,0.22784212246078264,0.6847234936142995,0.5350637389502026,0.4472066809435935,0.1924851221257634,0.7148208946998972,0.4841467540764676,0.30595965579241124,0.4488583840498457,1.0,0.3320106811591845,0.4680802472637076,0.3859731178443184,0.3149176655988596,0.419699413805847,0.33513867800309727
STX,0.3782029034313433,0.2335173140317814,0.36119861555795146,0.336703083244872,0.15121641972617889,0.359466367005756,0.0661132817550945,0.35141358700310404,0.23703604550022056,0.11279221149495451,0.3859194895831828,0.3842404579807374,0.2514551675575981,0.062019443474541164,0.39045893927226283,0.3046405797908777,0.12238624796422228,0.3454203799581495,0.3320106811591845,1.0,0.36565914799615795,0.7238750156274307,0.18685220345039907,0.24815794668046964,0.3320427220405258
TPR,0.2937681846789992,0.29460910295069787,0.4875902611159609,0.4334983872796156,0.14196120871032497,0.4773422292812814,0.05504402045570826,0.394386029719139,0.23428966953793112,0.15751032138556673,0.4789766860331861,0.4732779279265236,0.3001288179725427,0.031046306118229648,0.49507378916597083,0.3254253324090774,0.18344550090702713,0.39937411292202407,0.4680802472637076,0.36565914799615795,1.0,0.3912928987279944,0.2493746235390136,0.298381060738982,0.4179908784708124
WDC,0.4114232301729489,0.2483584800033752,0.4078960966369753,0.3650070013730391,0.1453956359601808,0.36787257889581854,0.07167787878778362,0.40648363975338403,0.27242399273046547,0.0936000571043439,0.43779582333548717,0.4336253751617718,0.27987056821592116,0.05106404969927269,0.4266097065903964,0.30583066676125314,0.13455902356205646,0.3941501910165796,0.3859731178443184,0.7238750156274307,0.3912928987279944,1.0,0.22550602529888286,0.28370183364612594,0.32177808824853504
WELL,0.14160764742291332,0.14281988581667224,0.35665257412676116,0.3477289446606168,0.24028881182503717,0.4555888833586841,0.29026180162559195,0.24414260191834636,0.2226582381655834,0.19750533190618305,0.3099348424274157,0.32651104129455816,0.38653634217974314,0.2145533111691347,0.31686201055979163,0.3483733990755259,0.46608428948824915,0.284102285479985,0.3149176655988596,0.18685220345039907,0.2493746235390136,0.22550602529888286,1.0,0.34915219254933216,0.16075110966197068
WMB,0.25041209140443027,0.15487265497959088,0.418778732535702,0.4164025042418225,0.2855898390704077,0.3709261471665963,0.27292126830556956,0.39036296007715504,0.5819633898958257,0.17247895135860614,0.4353016379522511,0.35731472691623734,0.8359131990468185,0.23076977020060283,0.4392922845556394,0.30354548998750036,0.4209193861749384,0.3883833534269206,0.419699413805847,0.24815794668046964,0.298381060738982,0.28370183364612594,0.34915219254933216,1.0,0.20327085317765597
WSM,0.304365267547851,0.2613492057785177,0.36103936037176415,0.3289213820889573,0.09897633050020054,0.3973054642104627,0.07269388976106517,0.313175298873497,0.18683818116046916,0.13779471486854467,0.39430587627022823,0.38199560431552726,0.20158481950032034,0.034474716352320744,0.37509857062164664,0.31509733471398005,0.11788023117378227,0.3378787122891139,0.33513867800309727,0.3320427220405258,0.4179908784708124,0.32177808824853504,0.16075110966197068,0.20327085317765597,1.0
